ticker,cik,security_name,exchange,ETF,Test Issue,company_name,sec_exchange,biopharma_flag,biopharma_reason
INO,1055726,"Inovio Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,"INOVIO PHARMACEUTICALS, INC.",Nasdaq,True,keyword_match
INTS,1567264,"Intensity Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"INTENSITY THERAPEUTICS, INC.",Nasdaq,True,keyword_match
IOBT,1865494,"IO Biotech, Inc. - Common Stock",NASDAQ,N,N,"IO Biotech, Inc.",Nasdaq,True,keyword_match
IONS,874015,"Ionis Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,IONIS PHARMACEUTICALS INC,Nasdaq,True,keyword_match
IOVA,1425205,"Iovance Biotherapeutics, Inc. - Common Stock",NASDAQ,N,N,"IOVANCE BIOTHERAPEUTICS, INC.",Nasdaq,True,keyword_match
IPSC,1850119,"Century Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Century Therapeutics, Inc.",Nasdaq,True,keyword_match
IRWD,1446847,"Ironwood Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ,N,N,IRONWOOD PHARMACEUTICALS INC,Nasdaq,True,keyword_match
ITRM,1659323,Iterum Therapeutics plc - Ordinary Share,NASDAQ,N,N,Iterum Therapeutics plc,Nasdaq,True,keyword_match
JANX,1817713,"Janux Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Janux Therapeutics, Inc.",Nasdaq,True,keyword_match
JAZZ,1232524,Jazz Pharmaceuticals plc - Ordinary Shares,NASDAQ,N,N,Jazz Pharmaceuticals plc,Nasdaq,True,keyword_match
JBIO,1798749,"Jade Biosciences, Inc. - Common Stock",NASDAQ,N,N,"Jade Biosciences, Inc.",Nasdaq,True,keyword_match
JSPR,1788028,"Jasper Therapeutics, Inc. - Class A Common Stock",NASDAQ,N,N,"Jasper Therapeutics, Inc.",Nasdaq,True,keyword_match
KALA,1479419,"KALA BIO, Inc. - Common Stock",NASDAQ,N,N,"KALA BIO, Inc.",Nasdaq,True,keyword_match
KALV,1348911,"KalVista Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,"KalVista Pharmaceuticals, Inc.",Nasdaq,True,keyword_match
KAPA,1962011,"Kairos Pharma, Ltd. Common Stock",A,N,N,"Kairos Pharma, LTD.",NYSE,True,keyword_match
KLRS,1754068,"Kalaris Therapeutics, Inc.  - Common Stock",NASDAQ,N,N,"Kalaris Therapeutics, Inc.",Nasdaq,True,keyword_match
KNSA,1730430,"Kiniksa Pharmaceuticals, Ltd. - Class A Ordinary Shares",NASDAQ,N,N,"Kiniksa Pharmaceuticals International, plc",Nasdaq,True,keyword_match
KPRX,1372514,"Kiora Pharmaceuticals, Inc.  - Common Stock",NASDAQ,N,N,KIORA PHARMACEUTICALS INC,Nasdaq,True,keyword_match
KPTI,1503802,Karyopharm Therapeutics Inc. - Common Stock,NASDAQ,N,N,Karyopharm Therapeutics Inc.,Nasdaq,True,keyword_match
KROS,1664710,"Keros Therapeutics, Inc. - common stock",NASDAQ,N,N,"Keros Therapeutics, Inc.",Nasdaq,True,keyword_match
KRRO,1703647,"Korro Bio, Inc. - Common Stock",NASDAQ,N,N,"Korro Bio, Inc.",Nasdaq,True,keyword_match
KRYS,1711279,"Krystal Biotech, Inc. - Common Stock",NASDAQ,N,N,"Krystal Biotech, Inc.",Nasdaq,True,keyword_match
KTTA,1841330,Pasithea Therapeutics Corp. - Common Stock,NASDAQ,N,N,Pasithea Therapeutics Corp.,Nasdaq,True,keyword_match
KURA,1422143,"Kura Oncology, Inc. - Common Stock",NASDAQ,N,N,"Kura Oncology, Inc.",Nasdaq,True,keyword_match
KYMR,1815442,"Kymera Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Kymera Therapeutics, Inc.",Nasdaq,True,keyword_match
KYNB,921299,"Kyntra Bio, Inc. - Common Stock",NASDAQ,N,N,FIBROGEN INC,Nasdaq,True,keyword_match
KYTX,1994702,"Kyverna Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Kyverna Therapeutics, Inc.",Nasdaq,True,keyword_match
KZR,1645666,"Kezar Life Sciences, Inc. - Common Stock",NASDAQ,N,N,"Kezar Life Sciences, Inc.",Nasdaq,True,keyword_match
LAB,1162194,Standard BioTools Inc. - Common Stock,NASDAQ,N,N,STANDARD BIOTOOLS INC.,Nasdaq,True,keyword_match
LBRX,1691082,LB Pharmaceuticals Inc - Common Stock,NASDAQ,N,N,LB PHARMACEUTICALS INC,Nasdaq,True,keyword_match
LCTX,876343,"Lineage Cell Therapeutics, Inc. Common Stock",A,N,N,"Lineage Cell Therapeutics, Inc.",NYSE,True,keyword_match
LENZ,1815776,"LENZ Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"LENZ Therapeutics, Inc.",Nasdaq,True,keyword_match
LEXX,1348362,Lexaria Bioscience Corp. - Common Stock,NASDAQ,N,N,Lexaria Bioscience Corp.,Nasdaq,True,keyword_match
LFCR,1005286,"Lifecore Biomedical, Inc. - Common Stock",NASDAQ,N,N,"LIFECORE BIOMEDICAL, INC. DE",Nasdaq,True,keyword_match
LGND,886163,Ligand Pharmaceuticals Incorporated - Common Stock,NASDAQ,N,N,LIGAND PHARMACEUTICALS INC,Nasdaq,True,keyword_match
LIMN,1971387,"Liminatus Pharma, Inc. - Class A Common Stock",NASDAQ,N,N,"Liminatus Pharma, Inc.",Nasdaq,True,keyword_match
LIXT,1335105,"Lixte Biotechnology Holdings, Inc. - Common Stock",NASDAQ,N,N,"LIXTE BIOTECHNOLOGY HOLDINGS, INC.",Nasdaq,True,keyword_match
LNAI,1527728,Lunai Bioworks Inc. - Common Stock,NASDAQ,N,N,Lunai Bioworks Inc.,Nasdaq,True,keyword_match
LONA,1620463,"LeonaBio, Inc. - Common Stock",NASDAQ,N,N,"LeonaBio, Inc.",Nasdaq,True,keyword_match
LRMR,1374690,"Larimar Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Larimar Therapeutics, Inc.",Nasdaq,True,keyword_match
LSTA,320017,"Lisata Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"LISATA THERAPEUTICS, INC.",Nasdaq,True,keyword_match
LTRN,1763950,Lantern Pharma Inc. - Common Stock,NASDAQ,N,N,Lantern Pharma Inc.,Nasdaq,True,keyword_match
LXEO,1907108,"Lexeo Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Lexeo Therapeutics, Inc.",Nasdaq,True,keyword_match
LXRX,1062822,"Lexicon Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,"LEXICON PHARMACEUTICALS, INC.",Nasdaq,True,keyword_match
LYEL,1806952,"Lyell Immunopharma, Inc. - Common Stock",NASDAQ,N,N,"Lyell Immunopharma, Inc.",Nasdaq,True,keyword_match
LYRA,1327273,"Lyra Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Lyra Therapeutics, Inc.",Nasdaq,True,keyword_match
MAIA,1878313,"MAIA Biotechnology, Inc. Common Stock",A,N,N,"MAIA Biotechnology, Inc.",NYSE,True,keyword_match
MAZE,1842295,"Maze Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Maze Therapeutics, Inc.",Nasdaq,True,keyword_match
MBIO,1680048,"Mustang Bio, Inc. - Common Stock",NASDAQ,N,N,"MUSTANG BIO, INC.",Nasdaq,True,keyword_match
MBRX,1659617,"Moleculin Biotech, Inc. - Common Stock",NASDAQ,N,N,"Moleculin Biotech, Inc.",Nasdaq,True,keyword_match
MBX,1776111,"MBX Biosciences, Inc. - Common Stock",NASDAQ,N,N,"MBX Biosciences, Inc.",Nasdaq,True,keyword_match
MCRB,1609809,"Seres Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Seres Therapeutics, Inc.",Nasdaq,True,keyword_match
MDCX,1997296,Medicus Pharma Ltd. - Common Stock,NASDAQ,N,N,Medicus Pharma Ltd.,Nasdaq,True,keyword_match
MDGL,1157601,"Madrigal Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,"MADRIGAL PHARMACEUTICALS, INC.",Nasdaq,True,keyword_match
MENS,1954488,Jyong Biotech Ltd. - Ordinary shares,NASDAQ,N,N,Jyong Biotech Ltd.,Nasdaq,True,keyword_match
MGX,1785279,"Metagenomi Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Metagenomi, Inc.",Nasdaq,True,keyword_match
MIRA,1904286,"MIRA Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,"MIRA PHARMACEUTICALS, INC.",Nasdaq,True,keyword_match
MIRM,1759425,"Mirum Pharmaceuticals, Inc. - common stock",NASDAQ,N,N,"Mirum Pharmaceuticals, Inc.",Nasdaq,True,keyword_match
MIST,1408443,Milestone Pharmaceuticals Inc. - Common Shares,NASDAQ,N,N,Milestone Pharmaceuticals Inc.,Nasdaq,True,keyword_match
MLTX,1821586,MoonLake Immunotherapeutics - Class A Ordinary Shares,NASDAQ,N,N,MoonLake Immunotherapeutics,Nasdaq,True,keyword_match
MLYS,1933414,"Mineralys Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Mineralys Therapeutics, Inc.",Nasdaq,True,keyword_match
MNPR,1645469,Monopar Therapeutics Inc. - Common Stock,NASDAQ,N,N,Monopar Therapeutics,Nasdaq,True,keyword_match
MPLT,1770069,"MapLight Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"MapLight Therapeutics, Inc.",Nasdaq,True,keyword_match
MRKR,1094038,"Marker Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Marker Therapeutics, Inc.",Nasdaq,True,keyword_match
MTNB,1582554,"Matinas Biopharma Holdings, Inc. Common Stock",A,N,N,"Matinas BioPharma Holdings, Inc.",NYSE,True,keyword_match
MYNZ,1874252,Mainz Biomed N.V. - Ordinary Shares,NASDAQ,N,N,MAINZ BIOMED N.V.,Nasdaq,True,keyword_match
NAGE,1386570,"Niagen Bioscience, Inc. - Common Stock",NASDAQ,N,N,"Niagen Bioscience, Inc.",Nasdaq,True,keyword_match
NAMS,1936258,NewAmsterdam Pharma Company N.V. - Ordinary Shares,NASDAQ,N,N,NewAmsterdam Pharma Co N.V.,Nasdaq,True,keyword_match
NAUT,1808805,"Nautilus Biotechnology, Inc. - Common Stock",NASDAQ,N,N,"Nautilus Biotechnology, Inc.",Nasdaq,True,keyword_match
NBIX,914475,"Neurocrine Biosciences, Inc. - Common Stock",NASDAQ,N,N,NEUROCRINE BIOSCIENCES INC,Nasdaq,True,keyword_match
NBTX,1760854,Nanobiotix S.A. - ADSs,NASDAQ,N,N,Nanobiotix S.A.,Nasdaq,True,keyword_match
NBY,1389545,"NovaBay Pharmaceuticals, Inc. Common Stock",A,N,N,"NovaBay Pharmaceuticals, Inc.",NYSE,True,keyword_match
NDRA,1681682,ENDRA Life Sciences Inc. - Common Stock,NASDAQ,N,N,ENDRA Life Sciences Inc.,Nasdaq,True,keyword_match
NEO,1077183,"NeoGenomics, Inc. - Common Stock",NASDAQ,N,N,NEOGENOMICS INC,Nasdaq,True,keyword_match
NEUP,1191070,Neuphoria Therapeutics Inc. - Common Stock,NASDAQ,N,N,Neuphoria Therapeutics Inc.,Nasdaq,True,keyword_match
NGEN,1751912,NervGen Pharma Corp. - Common stock,NASDAQ,N,N,NERVGEN PHARMA CORP.,Nasdaq,True,keyword_match
NKTR,906709,Nektar Therapeutics - Common Stock,NASDAQ,N,N,NEKTAR THERAPEUTICS,Nasdaq,True,keyword_match
NMRA,1885522,"Neumora Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Neumora Therapeutics, Inc.",Nasdaq,True,keyword_match
NNNN,1982708,Anbio Biotechnology - Class A Ordinary Shares,NASDAQ,N,N,Anbio Biotechnology,Nasdaq,True,keyword_match
NRIX,1549595,"Nurix Therapeutics, Inc. - Common stock",NASDAQ,N,N,"Nurix Therapeutics, Inc.",Nasdaq,True,keyword_match
NRSN,1875091,NeuroSense Therapeutics Ltd. - Ordinary Shares,NASDAQ,N,N,NeuroSense Therapeutics Ltd.,Nasdaq,True,keyword_match
NRXP,1719406,"NRX Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,"NRX Pharmaceuticals, Inc.",Nasdaq,True,keyword_match
NSRX,2029039,Nasus Pharma Ltd. Ordinary Shares,A,N,N,Nasus Pharma Ltd,NYSE,True,keyword_match
NTLA,1652130,"Intellia Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Intellia Therapeutics, Inc.",Nasdaq,True,keyword_match
NUVB,1811063,Nuvation Bio Inc. Class A Common Stock,N,N,N,Nuvation Bio Inc.,NYSE,True,keyword_match
NVCT,1875558,"Nuvectis Pharma, Inc. - Common Stock",NASDAQ,N,N,"Nuvectis Pharma, Inc.",Nasdaq,True,keyword_match
OACC,2029769,Oaktree Acquisition Corp. III Life Sciences - Class A Ordinary Share,NASDAQ,N,N,Oaktree Acquisition Corp. III Life Sciences,Nasdaq,True,keyword_match
OBIO,1814114,"Orchestra BioMed Holdings, Inc. - Ordinary Shares",NASDAQ,N,N,"Orchestra BioMed Holdings, Inc.",Nasdaq,True,keyword_match
OCUL,1393434,"Ocular Therapeutix, Inc. - Common Stock",NASDAQ,N,N,"OCULAR THERAPEUTIX, INC",Nasdaq,True,keyword_match
OKUR,1637715,"OnKure Therapeutics, Inc. - Class A Common Stock",NASDAQ,N,N,"OnKure Therapeutics, Inc.",Nasdaq,True,keyword_match
OKYO,1849296,OKYO Pharma Limited - Ordinary Shares,NASDAQ,N,N,OKYO Pharma Ltd,Nasdaq,True,keyword_match
OLMA,1750284,"Olema Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,"Olema Pharmaceuticals, Inc.",Nasdaq,True,keyword_match
ONCY,1129928,Oncolytics Biotech Inc. - Common Shares,NASDAQ,N,N,ONCOLYTICS BIOTECH INC,Nasdaq,True,keyword_match
ORIC,1796280,"Oric Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,"Oric Pharmaceuticals, Inc.",Nasdaq,True,keyword_match
ORKA,907654,"Oruka Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Oruka Therapeutics, Inc.",Nasdaq,True,keyword_match
ORMP,1176309,Oramed Pharmaceuticals Inc. - Common Stock,NASDAQ,N,N,ORAMED PHARMACEUTICALS INC.,Nasdaq,True,keyword_match
OTLK,1649989,"Outlook Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Outlook Therapeutics, Inc.",Nasdaq,True,keyword_match
OVID,1636651,Ovid Therapeutics Inc. - Common Stock,NASDAQ,N,N,Ovid Therapeutics Inc.,Nasdaq,True,keyword_match
PACB,1299130,"Pacific Biosciences of California, Inc. - Common Stock",NASDAQ,N,N,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",Nasdaq,True,keyword_match
PALI,1357459,"Palisade Bio, Inc. - Common Stock",NASDAQ,N,N,"PALISADE BIO, INC.",Nasdaq,True,keyword_match
PASG,1787297,"Passage Bio, Inc. - Common Stock",NASDAQ,N,N,"Passage BIO, Inc.",Nasdaq,True,keyword_match
PASW,1897532,"Ping An Biomedical Co., Ltd. - Ordinary Shares",NASDAQ,N,N,"Ping An Biomedical Co., Ltd.",Nasdaq,True,keyword_match
PBM,1985062,Psyence Biomedical Ltd. - Ordinary Shares,NASDAQ,N,N,PSYENCE BIOMEDICAL LTD.,Nasdaq,True,keyword_match
PBYI,1401667,Puma Biotechnology Inc - Common Stock,NASDAQ,N,N,"PUMA BIOTECHNOLOGY, INC.",Nasdaq,True,keyword_match
PCRX,1396814,"Pacira BioSciences, Inc. - Common Stock",NASDAQ,N,N,"Pacira BioSciences, Inc.",Nasdaq,True,keyword_match
PCSA,1533743,"Processa Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,"Processa Pharmaceuticals, Inc.",Nasdaq,True,keyword_match
PDSB,1472091,PDS Biotechnology Corporation - Common Stock,NASDAQ,N,N,PDS Biotechnology Corp,Nasdaq,True,keyword_match
PHAT,1783183,"Phathom Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,"Phathom Pharmaceuticals, Inc.",Nasdaq,True,keyword_match
PHGE,1739174,BiomX Inc. COmmon Stock,A,N,N,BiomX Inc.,NYSE,True,keyword_match
PHIO,1533040,Phio Pharmaceuticals Corp. - Common Stock,NASDAQ,N,N,Phio Pharmaceuticals Corp.,Nasdaq,True,keyword_match
PLRX,1746473,"Pliant Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"PLIANT THERAPEUTICS, INC.",Nasdaq,True,keyword_match
PLSE,1625101,"Pulse Biosciences, Inc - Common Stock",NASDAQ,N,N,"PULSE BIOSCIENCES, INC.",Nasdaq,True,keyword_match
PLX,1006281,"Protalix BioTherapeutics, Inc. (DE) Common Stock",A,N,N,"Protalix BioTherapeutics, Inc.",NYSE,True,keyword_match
PMCB,1157075,"PharmaCyte  Biotech, Inc. - Common Stock",NASDAQ,N,N,"PharmaCyte Biotech, Inc.",Nasdaq,True,keyword_match
PMVP,1699382,"PMV Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,"PMV Pharmaceuticals, Inc.",Nasdaq,True,keyword_match
PPCB,1517681,"Propanc Biopharma, Inc. - Common Stock",NASDAQ,N,N,"Propanc Biopharma, Inc.",Nasdaq,True,keyword_match
PRCT,1588978,PROCEPT BioRobotics Corporation - Common Stock,NASDAQ,N,N,PROCEPT BioRobotics Corp,Nasdaq,True,keyword_match
PRLD,1678660,Prelude Therapeutics Incorporated - Common Stock,NASDAQ,N,N,Prelude Therapeutics Inc,Nasdaq,True,keyword_match
PRQR,1612940,ProQR Therapeutics N.V. - Ordinary Shares,NASDAQ,N,N,ProQR Therapeutics N.V.,Nasdaq,True,keyword_match
PSTV,1095981,"PLUS THERAPEUTICS, Inc. - Common Stock",NASDAQ,N,N,"PLUS THERAPEUTICS, INC.",Nasdaq,True,keyword_match
PTCT,1070081,"PTC Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"PTC THERAPEUTICS, INC.",Nasdaq,True,keyword_match
PTGX,1377121,"Protagonist Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Protagonist Therapeutics, Inc",Nasdaq,True,keyword_match
PTHS,1919246,Pelthos Therapeutics Inc. Common Stock,A,N,N,Pelthos Therapeutics Inc.,NYSE,True,keyword_match
PVLA,1583648,"Palvella Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"PALVELLA THERAPEUTICS, INC.",Nasdaq,True,keyword_match
PYXS,1782223,"Pyxis Oncology, Inc. - Common Stock",NASDAQ,N,N,"Pyxis Oncology, Inc.",Nasdaq,True,keyword_match
QNCX,1662774,"Quince Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Quince Therapeutics, Inc.",Nasdaq,True,keyword_match
QNTM,1771885,Quantum Biopharma Ltd. - Class B Subordinate Voting Shares,NASDAQ,N,N,Quantum Biopharma Ltd.,Nasdaq,True,keyword_match
QTTB,1661998,Q32 Bio Inc. - Common Stock,NASDAQ,N,N,Q32 Bio Inc.,Nasdaq,True,keyword_match
RANI,1856725,"Rani Therapeutics Holdings, Inc. - Class A Common Stock",NASDAQ,N,N,"Rani Therapeutics Holdings, Inc.",Nasdaq,True,keyword_match
RAPP,2012593,"Rapport Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Rapport Therapeutics, Inc.",Nasdaq,True,keyword_match
RAPT,1673772,"RAPT Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"RAPT Therapeutics, Inc.",Nasdaq,True,keyword_match
RARE,1515673,Ultragenyx Pharmaceutical Inc. - Common Stock,NASDAQ,N,N,Ultragenyx Pharmaceutical Inc.,Nasdaq,True,keyword_match
RCKT,1281895,"Rocket Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,"ROCKET PHARMACEUTICALS, INC.",Nasdaq,True,keyword_match
RCUS,1724521,"Arcus Biosciences, Inc. Common Stock",N,N,N,"Arcus Biosciences, Inc.",NYSE,True,keyword_match
REGN,872589,"Regeneron Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,"REGENERON PHARMACEUTICALS, INC.",Nasdaq,True,keyword_match
REVB,1810560,"Revelation Biosciences, Inc. - Common Stock",NASDAQ,N,N,"REVELATION BIOSCIENCES, INC.",Nasdaq,True,keyword_match
RGC,1829667,Regencell Bioscience Holdings Limited - Ordinary Shares,NASDAQ,N,N,Regencell Bioscience Holdings Ltd,Nasdaq,True,keyword_match
RGNT,1912966,Regentis Biomaterials Ltd. Ordinary Shares,A,N,N,REGENTIS BIOMATERIALS LTD.,NYSE,True,keyword_match
RGNX,1590877,REGENXBIO Inc. - Common Stock,NASDAQ,N,N,REGENXBIO Inc.,Nasdaq,True,keyword_match
RIGL,1034842,"Rigel Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,RIGEL PHARMACEUTICALS INC,Nasdaq,True,keyword_match
RKDA,1469443,"Arcadia Biosciences, Inc. - Common Stock",NASDAQ,N,N,"Arcadia Biosciences, Inc.",Nasdaq,True,keyword_match
RLAY,1812364,"Relay Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Relay Therapeutics, Inc.",Nasdaq,True,keyword_match
RLMD,1553643,"Relmada Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"RELMADA THERAPEUTICS, INC.",Nasdaq,True,keyword_match
RLYB,1739410,Rallybio Corporation - Common Stock,NASDAQ,N,N,Rallybio Corp,Nasdaq,True,keyword_match
RNA,1599901,"Avidity Biosciences, Inc. - Common Stock",NASDAQ,N,N,"Avidity Biosciences, Inc.",Nasdaq,True,keyword_match
RNAC,1453687,"Cartesian Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Cartesian Therapeutics, Inc.",Nasdaq,True,keyword_match
RNAZ,1829635,"TransCode Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Transcode Therapeutics, Inc.",Nasdaq,True,keyword_match
RNTX,1420565,"Rein Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Rein Therapeutics, Inc.",Nasdaq,True,keyword_match
RPID,1380106,"Rapid Micro Biosystems, Inc. - Class A Common Stock",NASDAQ,N,N,"RAPID MICRO BIOSYSTEMS, INC.",Nasdaq,True,keyword_match
RPRX,1802768,Royalty Pharma plc - Class A Ordinary Shares,NASDAQ,N,N,Royalty Pharma plc,Nasdaq,True,keyword_match
RPTX,1808158,Repare Therapeutics Inc. - Common Shares,NASDAQ,N,N,Repare Therapeutics Inc.,Nasdaq,True,keyword_match
RVPH,1742927,"Reviva Pharmaceuticals Holdings, Inc. - Common Stock",NASDAQ,N,N,"REVIVA PHARMACEUTICALS HOLDINGS, INC.",Nasdaq,True,keyword_match
RXRX,1601830,"Recursion Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ,N,N,"RECURSION PHARMACEUTICALS, INC.",Nasdaq,True,keyword_match
RYTM,1649904,"Rhythm Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,"RHYTHM PHARMACEUTICALS, INC.",Nasdaq,True,keyword_match
SABS,1833214,"SAB Biotherapeutics, Inc. - Common Stock",NASDAQ,N,N,"SAB Biotherapeutics, Inc.",Nasdaq,True,keyword_match
SANA,1770121,"Sana Biotechnology, Inc. - Common Stock",NASDAQ,N,N,"Sana Biotechnology, Inc.",Nasdaq,True,keyword_match
SBFM,1402328,Sunshine Biopharma Inc. - Common stock,NASDAQ,N,N,Sunshine Biopharma Inc.,Nasdaq,True,keyword_match
SER,1708599,"Serina Therapeutics, Inc. Common Stock",A,N,N,"Serina Therapeutics, Inc.",NYSE,True,keyword_match
SGMO,1001233,"Sangamo Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"SANGAMO THERAPEUTICS, INC",Nasdaq,True,keyword_match
SGMT,1400118,Sagimet Biosciences Inc. - Series A Common Stock,NASDAQ,N,N,Sagimet Biosciences Inc.,Nasdaq,True,keyword_match
SHPH,1757499,"Shuttle Pharmaceuticals Holdings, Inc. - common stock",NASDAQ,N,N,"Shuttle Pharmaceuticals Holdings, Inc.",Nasdaq,True,keyword_match
SILO,1514183,"Silo Pharma, Inc. - Common Stock",NASDAQ,N,N,"Silo Pharma, Inc.",Nasdaq,True,keyword_match
SION,2036042,"Sionna Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Sionna Therapeutics, Inc.",Nasdaq,True,keyword_match
SKYE,1516551,"Skye Bioscience, Inc. - Common Stock",NASDAQ,N,N,"Skye Bioscience, Inc.",Nasdaq,True,keyword_match
SLDB,1707502,Solid Biosciences Inc. - Common Stock,NASDAQ,N,N,Solid Biosciences Inc.,Nasdaq,True,keyword_match
SLN,1479615,Silence Therapeutics Plc - American Depository Share,NASDAQ,N,N,Silence Therapeutics plc,Nasdaq,True,keyword_match
SLNO,1484565,"Soleno Therapeutics, Inc. - Common Stock",NASDAQ,N,N,SOLENO THERAPEUTICS INC,Nasdaq,True,keyword_match
SLS,1390478,"SELLAS Life Sciences Group, Inc.  - Common Stock",NASDAQ,N,N,"SELLAS Life Sciences Group, Inc.",Nasdaq,True,keyword_match
SLXN,2022416,Silexion Therapeutics Corp - Ordinary Shares,NASDAQ,N,N,Silexion Therapeutics Corp,Nasdaq,True,keyword_match
SMMT,1599298,Summit Therapeutics Inc.  - Common Stock,NASDAQ,N,N,Summit Therapeutics Inc.,Nasdaq,True,keyword_match
SNDX,1395937,"Syndax Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,Syndax Pharmaceuticals Inc,Nasdaq,True,keyword_match
SNOA,1367083,"Sonoma Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,"Sonoma Pharmaceuticals, Inc.",Nasdaq,True,keyword_match
SNSE,1829802,"Sensei Biotherapeutics, Inc. - Common Stock",NASDAQ,N,N,"Sensei Biotherapeutics, Inc.",Nasdaq,True,keyword_match
SNTI,1854270,"Senti Biosciences, Inc.  - Common Stock",NASDAQ,N,N,"Senti Biosciences, Inc.",Nasdaq,True,keyword_match
SPRB,1683553,"Spruce Biosciences, Inc. - Common Stock",NASDAQ,N,N,"SPRUCE BIOSCIENCES, INC.",Nasdaq,True,keyword_match
SPRO,1701108,"Spero Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Spero Therapeutics, Inc.",Nasdaq,True,keyword_match
SPRY,1671858,"ARS Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,"ARS Pharmaceuticals, Inc.",Nasdaq,True,keyword_match
SRPT,873303,"Sarepta Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Sarepta Therapeutics, Inc.",Nasdaq,True,keyword_match
STOK,1623526,"Stoke Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Stoke Therapeutics, Inc.",Nasdaq,True,keyword_match
STRO,1382101,"Sutro Biopharma, Inc. - Common Stock",NASDAQ,N,N,"SUTRO BIOPHARMA, INC.",Nasdaq,True,keyword_match
SUPN,1356576,"Supernus Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,"SUPERNUS PHARMACEUTICALS, INC.",Nasdaq,True,keyword_match
SVA,1084201,"Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)",NASDAQ,N,N,SINOVAC BIOTECH LTD,Nasdaq,True,keyword_match
SXTC,1723980,"China SXT Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,"China SXT Pharmaceuticals, Inc.",Nasdaq,True,keyword_match
SXTP,1946563,"60 Degrees Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,"60 DEGREES PHARMACEUTICALS, INC.",Nasdaq,True,keyword_match
SYRE,1636282,"Spyre Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Spyre Therapeutics, Inc.",Nasdaq,True,keyword_match
TARA,1359931,"Protara Therapeutics, Inc.  - Common Stock",NASDAQ,N,N,"Protara Therapeutics, Inc.",Nasdaq,True,keyword_match
